RUID,UID,Census,Set,SubSet,PlotCode,Plot,Tra,Qua,Crit,Sample,Tag,Species,PosX,PosY,Sup,Rep,FrutPerBranch,NumbBranch,AvrgSeeds,CAR,RecrYr,DeadYr,ExcYr,RincYr,Height,CovD1,CovD2,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23,DBH24,DBH25,DBH26,DBH27,DBH28,DBH29,DBH30,minDBH,maxDBH,Basal.cm2/plot,Basal.m2/ha,Cob.m2/plot,Cob.m2/ha,Dens.ha,Rec.ha,Mu.ha,Stems,Observaciones anuales,Historial de objeto,
23248713,232487,2013,SecCan,NA,SC15,DIA,4,3,A,400,U107,Lysiloma divaricatum,4.1,11,1,,,,,,2010,,,,6.05,3.55,3.47,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.7,738981131941,0.184745283,96749272758,2418731818953,25,0,0,1,dentro del cuadrito,,
23250013,232500,2013,SecCan,NA,SC15,DIA,4,3,A,400,186,Mimosa acantholoba,0.9,14.5,1,,,,,,,,,,5.62,4.1,2.5,8,6.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1030835089459,0.257708772,80503311748,2012582793706,25,0,0,3,liana dap 1:0.4. liana dap 3: 0.3. 0.6. 1.1. 1.0,,
23251713,232517,2013,SecCan,NA,SC15,DIA,4,3,A,400,N81,Lysiloma divaricatum,3.61,14.7,1,,,,,,2011,,,,6.1,2.2,1.9,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.8,477836242611,0.119459061,3282964323,82074108075,25,0,0,1,,,
23252413,232524,2013,SecCan,NA,SC15,DIA,4,3,A,400,187,Mimosa acantholoba,1.66,14.73,1,,,,,,,,,,6.05,4.7,3.94,11.4,9.8,5.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,11.4,2285979894385,0.571494974,145440031898,3636000797448,25,0,0,4,,,
23253113,232531,2013,SecCan,NA,SC15,DIA,4,4,C,400,210,Lysiloma divaricatum,2.85,15.27,1,,,,,,,,,,5.96,2.18,2.78,2.9,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,5.7,32122784883,0.080306962,47598270295,1189956757363,25,0,0,2,,,
23256213,232562,2013,SecCan,NA,SC15,DIA,4,4,C,100,N80,Lysiloma divaricatum,2.11,17.39,1,,,,,,2011,,,,2.85,2.33,1.18,1.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.5,33065262679,0.033065263,21593737104,2159373710445,100,0,0,2,,,
23263013,232630,2013,SecCan,NA,SC15,DIA,4,4,C,100,J202,Lysiloma divaricatum,0.3,19.24,1,,,,,,2013,,,,2.12,1.56,1.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.785398163,0.007853982,13599954597,1359995459739,100,100,0,1,,,
22726113,227261,2013,SecCan,NA,SC13,ESS,1,1,A,400,719,Mimosa acantholoba,2.5,4.6,1,,,,,,,,,,5.58,3.28,1.97,9.6,9.7,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,9.7,1462804079328,0.36570102,50749287726,1268732193152,25,0,0,5,,,
22734613,227346,2013,SecCan,NA,SC13,ESS,1,2,C,400,730,Mimosa acantholoba,1.6,5.7,1,,,,,,,2016,,,5.1,4.1,4.8,6.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.4,321699087728,0.080424772,154566358557,3864158963915,25,0,0,2,Inclinado. Medir al 1.3,,
22748313,227483,2013,SecCan,NA,SC13,ESS,1,2,C,400,24,Mimosa acantholoba,0.6,8.15,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22749013,227490,2013,SecCan,NA,SC13,ESS,1,2,C,400,23,Mimosa acantholoba,1.28,8.85,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22753713,227537,2013,SecCan,NA,SC13,ESS,1,2,C,200,734,Lysiloma divaricatum,1.37,9.2,1,,,,,,,,,,4.4,2.9,3.2,4.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,4.3,236012148101,0.118006074,72884949563,3644247478164,50,0,0,2,es el mismo que 20. Dos daps juntos,,
22754413,227544,2013,SecCan,NA,SC13,ESS,1,2,C,200,738,Mimosa acantholoba,3.63,9.25,1,,,,,,,,,,3.23,2.8,3.4,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.7,88671452648,0.044335726,74769905155,3738495257772,50,0,0,2,rama caída encima,,
22760513,227605,2013,SecCan,NA,SC13,ESS,1,3,A,400,742,Mimosa acantholoba,1.57,10.35,1,,,,,,,,,,7.4,5.8,6.9,0,0,20.2,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20.2,4137870223859,1034467556,314316344992,7857908624791,25,0,0,4,,,
22762913,227629,2013,SecCan,NA,SC13,ESS,1,3,A,400,743,Mimosa acantholoba,4.3,11.4,1,,,,,,2010,,,,6.5,3.15,1.8,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,8.7,594467869876,0.148616968,44532075865,1113301896616,25,0,0,1,,,
22763613,227636,2013,SecCan,NA,SC13,ESS,1,4,B,400,39,Mimosa acantholoba,1.58,15.8,,,,,,,,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22764313,227643,2013,SecCan,NA,SC13,ESS,1,4,B,400,744,Mimosa acantholoba,4.75,16.14,1,,,,,,,,,,4.85,5.2,5.6,5.7,14.4,11.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,14.4,2940609263576,0.735152316,228707945181,5717698629533,25,0,0,6,,,
22765013,227650,2013,SecCan,NA,SC13,ESS,1,4,B,200,746,Lysiloma divaricatum,4.63,16.54,1,,,,,,2005,,,,4.55,3,4.9,4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.3,270883826556,0.135441913,115453530019,5772676500971,50,0,0,2,,,
22768113,227681,2013,SecCan,NA,SC13,ESS,1,4,B,400,747,Mimosa acantholoba,4.4,18.6,1,,,,,,,,,,5.45,4.38,4.69,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,11.1,967689077122,0.241922269,161338061521,4033451538036,25,0,0,1,,,
22769813,227698,2013,SecCan,NA,SC13,ESS,1,4,B,400,748,Mimosa acantholoba,2.35,19.1,,,,,,,,2015,2010,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,Rebrote no alcanza 2013,,
22770413,227704,2013,SecCan,NA,SC13,ESS,1,4,B,400,43,Mimosa acantholoba,1.2,19.3,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22771113,227711,2013,SecCan,NA,SC13,ESS,1,4,B,400,750,Mimosa acantholoba,1.15,19.5,1,,,,,,,,,,6.8,2.13,1.61,0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.2,528101725068,0.132025431,26933659217,673341480435,25,0,0,2,apenitas se ve etiqueta,,
22772813,227728,2013,SecCan,NA,SC13,ESS,1,4,B,400,259,Mimosa acantholoba,2.85,19.6,,,,,,,2004,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22773513,227735,2013,SecCan,NA,SC13,ESS,1,4,B,400,46,Mimosa acantholoba,4.7,19.8,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22781013,227810,2013,SecCan,NA,SC13,ESS,2,1,C,400,82,Mimosa acantholoba,3.1,1.4,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22783413,227834,2013,SecCan,NA,SC13,ESS,2,1,C,400,79,Mimosa acantholoba,4.33,1.85,,,,,,,,2007,2005,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22785813,227858,2013,SecCan,NA,SC13,ESS,2,1,C,400,81,Mimosa acantholoba,4.1,2.05,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22786513,227865,2013,SecCan,NA,SC13,ESS,2,1,C,400,78,Mimosa acantholoba,2.38,2.25,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22792613,227926,2013,SecCan,NA,SC13,ESS,2,1,C,400,62,Mimosa acantholoba,0.51,2.56,,,,,,,,2013,2010,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
22795713,227957,2013,SecCan,NA,SC13,ESS,2,1,C,100,759,Mimosa acantholoba,4.6,3.26,1,,,,,,,2016,,,2.93,1.1,1.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,13273228961,0.013273229,12095131716,1209513171632,100,0,0,1,No se midieron los DAP´s. Moribundo,,
22797113,227971,2013,SecCan,NA,SC13,ESS,2,1,C,400,69,Mimosa acantholoba,3.11,3.38,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22802213,228022,2013,SecCan,NA,SC13,ESS,2,1,C,400,68,Mimosa acantholoba,3.69,3.81,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,Con rebrotes. No alcanza el dap,,
22804613,228046,2013,SecCan,NA,SC13,ESS,2,1,C,400,66,Mimosa acantholoba,1.3,4.1,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22806013,228060,2013,SecCan,NA,SC13,ESS,2,1,C,400,70,Mimosa acantholoba,4.76,4.58,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22808413,228084,2013,SecCan,NA,SC13,ESS,2,1,C,400,761,Mimosa acantholoba,3.4,4.9,1,,,,,,,,,,8.12,5.09,3,11.7,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,11.7,1505215580151,0.376303895,119930299551,299825748877,25,0,0,2,,,
22809113,228091,2013,SecCan,NA,SC13,ESS,2,1,C,100,309,Mimosa acantholoba,4.71,4.99,1,,,,,,2005,2016,,,3.25,0.85,1.2,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.9,28352873699,0.028352874,0.801106127,801106126665,100,0,0,2,,,
22810713,228107,2013,SecCan,NA,SC13,ESS,2,2,A,400,90,Mimosa acantholoba,0.95,6.74,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,caída,,
22811413,228114,2013,SecCan,NA,SC13,ESS,2,2,A,400,764,Mimosa acantholoba,4.8,7.56,1,,,,,,,,,,7.6,6.1,4.6,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,16.6,2164243179058,0.541060795,220382724649,5509568116233,25,0,0,1,,,
22814513,228145,2013,SecCan,NA,SC13,ESS,2,2,A,400,768,Lysiloma divaricatum,0.2,8.5,1,,,,,,2009,,,,7.6,3.54,2.7,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,10.5,865901475146,0.216475369,75068356458,1876708911438,25,0,0,1,medir al 1.30,,
22815213,228152,2013,SecCan,NA,SC13,ESS,2,2,A,400,767,Mimosa acantholoba,4.9,9.99,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,Caído. vivo.,,
22818313,228183,2013,SecCan,NA,SC13,ESS,2,3,B,400,774,Mimosa acantholoba,0.98,10.97,1,,,,,,,,,,7.25,3.8,5.2,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,11.7,1075131545875,0.268782887,155194677087,3879866927183,25,0,0,1,en cuadrito,,
22819013,228190,2013,SecCan,NA,SC13,ESS,2,3,B,400,770,Mimosa acantholoba,1.3,11.25,1,,,,,,,,2014,,3.48,1.47,0.72,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,282743338823,0.070685835,0.831265416,207816354035,25,0,0,1,,,
22822013,228220,2013,SecCan,NA,SC13,ESS,2,3,B,400,358,Mimosa acantholoba,2.3,12.2,,,,,,,2006,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22823713,228237,2013,SecCan,NA,SC13,ESS,2,3,B,400,95,Mimosa acantholoba,2.4,12.6,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22825113,228251,2013,SecCan,NA,SC13,ESS,2,3,B,400,96,Mimosa acantholoba,3.4,13.3,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22826813,228268,2013,SecCan,NA,SC13,ESS,2,3,B,200,776,Lysiloma divaricatum,3.75,13.5,1,,,,,,2012,,,,3.74,1.55,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,80424771932,0.040212386,38955748905,1947787445226,50,0,0,1,,,
22827513,228275,2013,SecCan,NA,SC13,ESS,2,3,B,400,775,Mimosa acantholoba,4.15,13.5,1,,,,,,,,,,7,2.56,3.36,3.8,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,9.7,852392626735,0.213098157,67556808423,168892021057,25,0,0,2,,,
22831213,228312,2013,SecCan,NA,SC13,ESS,2,4,A,400,779,Mimosa acantholoba,3.94,15.93,1,,,,,,2004,,,,5.95,2.86,1.87,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.7,738981131941,0.184745283,42004664575,1050116614371,25,0,0,1,,,
22832913,228329,2013,SecCan,NA,SC13,ESS,2,4,A,400,107,Mimosa acantholoba,3.3,16.3,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22833613,228336,2013,SecCan,NA,SC13,ESS,2,4,A,400,780,Lysiloma divaricatum,4.1,17.3,1,,,,,,,,,,7.1,7.68,4.56,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,11.6,1056831768668,0.264207942,275052720007,6876318000177,25,0,0,1,termitas,,
22836713,228367,2013,SecCan,NA,SC13,ESS,2,4,A,400,783,Mimosa acantholoba,2.55,18.9,1,,,,,,,,,,5.2,5.2,5.6,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,12.2,1168986626401,0.292246657,228707945181,5717698629533,25,0,0,1,medir más abajo de 1.3 porque se partió,,
22848013,228480,2013,SecCan,NA,SC13,ESS,3,1,A,400,795,Mimosa acantholoba,3.65,0.02,,,,,,,2006,2016,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,inclinada. está viva pero no alcanza lod 5 cm en dap,,
22840413,228404,2013,SecCan,NA,SC13,ESS,3,1,A,400,787,Mimosa acantholoba,1.05,0.9,1,,,,,,,,,,8.1,4.45,3.97,12.3,8.6,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12.3,1854639223047,0.463659806,138752366537,3468809163415,25,0,0,4,,,
22841113,228411,2013,SecCan,NA,SC13,ESS,3,1,A,400,786,Lysiloma divaricatum,0.29,0.97,1,,,,,,2005,,,,7.55,6.5,5.8,8.5,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,11.3,1570325087897,0.392581272,296095107601,7402377690021,25,0,0,2,,,
22843513,228435,2013,SecCan,NA,SC13,ESS,3,1,A,400,112,Mimosa acantholoba,4.3,1.9,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22844213,228442,2013,SecCan,NA,SC13,ESS,3,1,A,400,794,Mimosa acantholoba,1.07,2.56,1,,,,,,2005,,,,7.05,3.3,4.3,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,933131557933,0.23328289,111447999386,2786199984652,25,0,0,1,,,
22845913,228459,2013,SecCan,NA,SC13,ESS,3,1,A,400,792,Lysiloma divaricatum,3.8,3.3,1,,,,,,2013,,,,4.3,2.42,3.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,212371663383,0.053092916,64622560884,1615564022109,25,25,0,1,,,
22846613,228466,2013,SecCan,NA,SC13,ESS,3,1,A,400,791,Mimosa acantholoba,3.52,3.5,1,,,,,,,,,,6.94,4.38,2.83,0,10.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.3,833228911548,0.208307228,97353243946,2433831098644,25,0,0,3,,,
22847313,228473,2013,SecCan,NA,SC13,ESS,3,1,A,400,789,Mimosa acantholoba,4.9,3.56,1,,,,,,2005,,,,6.52,2.7,2.8,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,8.7,594467869876,0.148616968,59376101153,1484402528821,25,0,0,1,,,
22850313,228503,2013,SecCan,NA,SC13,ESS,3,2,B,200,797,Mimosa acantholoba,2.3,5.1,1,,,,,,2011,,,,4.95,2.56,1.85,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.8,113411494795,0.056705747,37196457019,1859822850925,50,0,0,1,,,
22851013,228510,2013,SecCan,NA,SC13,ESS,3,2,B,400,115,Mimosa acantholoba,3.25,5.3,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22852713,228527,2013,SecCan,NA,SC13,ESS,3,2,B,400,118,Mimosa acantholoba,3.25,5.4,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22853413,228534,2013,SecCan,NA,SC13,ESS,3,2,B,400,117,Mimosa acantholoba,4.67,5.5,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22854113,228541,2013,SecCan,NA,SC13,ESS,3,2,B,ERR,116,Mimosa acantholoba,3.78,5.75,1,,,,,,,2015,20102012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,rebrotes no alcanzan en 2013,,
22856513,228565,2013,SecCan,NA,SC13,ESS,3,2,B,400,127,Mimosa acantholoba,1.5,6.1,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22857213,228572,2013,SecCan,NA,SC13,ESS,3,2,B,400,798,Mimosa acantholoba,3.18,6.5,1,,,,,,,,,,6.45,2.87,3.33,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,9.6,723822947387,0.180955737,75061287874,1876532196851,25,0,0,1,,,
22860213,228602,2013,SecCan,NA,SC13,ESS,3,2,B,400,120,Mimosa acantholoba,3.2,8.3,,,,,,,,2010,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22861913,228619,2013,SecCan,NA,SC13,ESS,3,2,B,400,801,Mimosa acantholoba,3.85,8.39,1,,,,,,,2016,,,6.05,2.5,1.9,7.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.5,441786466911,0.110446617,37306412761,932660319034,25,0,0,2,,,
22863313,228633,2013,SecCan,NA,SC13,ESS,3,2,B,400,126,Mimosa acantholoba,2.22,8.85,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22864013,228640,2013,SecCan,NA,SC13,ESS,3,2,B,400,122,Mimosa acantholoba,4.85,8.89,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22866413,228664,2013,SecCan,NA,SC13,ESS,3,2,B,400,802,Mimosa acantholoba,0.5,9.7,1,,,,,,,,,,6.06,1.9,2.35,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,352565235549,0.088141309,35068027996,876700699892,25,0,0,1,está en el otro cuadrante,,
22869513,228695,2013,SecCan,NA,SC13,ESS,3,3,A,400,806,Mimosa acantholoba,4.31,10.15,1,,,,,,,,,,7.07,5.21,2.23,8.8,17.3,0,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17.3,3926519578089,0.981629895,91249914818,228124787045,25,0,0,4,,,
22870113,228701,2013,SecCan,NA,SC13,ESS,3,3,A,ERR,805,Mimosa acantholoba,0.06,10.66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,E.SAMPLE,0,E.SAMPLE,#VALUE!,#VALUE!,0,0,,,
22871813,228718,2013,SecCan,NA,SC13,ESS,3,3,A,400,136,Mimosa acantholoba,1.91,13.05,1,,,,,,,,2014,,4.88,4.7,3.2,10.4,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.4,1234331753595,0.308582938,118123883775,2953097094374,25,0,0,4,Inclinado,,
22872513,228725,2013,SecCan,NA,SC13,ESS,3,3,A,400,808,Mimosa acantholoba,4.26,14.8,1,,,,,,2006,,,,4.71,3.1,4.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,430084034276,0.107521009,104693575181,2617339379522,25,0,0,1,,,
22873213,228732,2013,SecCan,NA,SC13,ESS,3,3,A,400,807,Mimosa acantholoba,4.8,14.97,1,,,,,,,,,,5.95,4.5,4.1,6.6,6.3,0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12.3,1842072852432,0.460518213,144905961147,3622649028671,25,0,0,4,,,
22875613,228756,2013,SecCan,NA,SC13,ESS,3,4,C,200,810,Mimosa acantholoba,2.08,15.63,1,,,,,,,,2015,2016,3.22,1.4,2.83,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.6,101787601976,0.050893801,31117475234,155587376169,50,0,0,1,Se partió al 1.30. Era 148. con rebrotes. Copa dividida,,
22885513,228855,2013,SecCan,NA,SC13,ESS,3,4,C,200,821,Mimosa acantholoba,2.75,16.8,1,,,,,,,,,,3.73,3.5,3.5,2.5,3.8,3.1,1.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.8,280779843415,0.140389922,96211275016,4810563750809,50,0,0,5,Tirado. Medir al 1.3,,
22891613,228916,2013,SecCan,NA,SC13,ESS,3,4,C,400,146,Mimosa acantholoba,0.1,17.47,,,,,,,,2013,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,Tirado,,
22895413,228954,2013,SecCan,NA,SC13,ESS,3,4,C,400,144,Mimosa acantholoba,3.7,19.25,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22896113,228961,2013,SecCan,NA,SC13,ESS,3,4,C,400,145,Mimosa acantholoba,3.9,19.4,,,,,,,,2008,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,Esta tirada,,
22902913,229029,2013,SecCan,NA,SC13,ESS,4,1,B,400,173,Mimosa acantholoba,2.15,1,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22905013,229050,2013,SecCan,NA,SC13,ESS,4,1,B,200,825,Mimosa acantholoba,0.9,1.5,1,,,,,,,,,,3.4,2.8,1.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.4,152053084434,0.076026542,41783182293,2089159114637,50,0,0,1,,,
22909813,229098,2013,SecCan,NA,SC13,ESS,4,1,B,400,829,Mimosa acantholoba,1.75,3.9,1,,,,,,,2016,,,5.1,3,3.1,0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.2,30190705401,0.075476764,73042029196,1826050729899,25,0,0,2,d1 tirado sin etiqueta. Trozado,,
22911113,229111,2013,SecCan,NA,SC13,ESS,4,1,B,400,830,Mimosa acantholoba,2.35,4.94,1,,,,,,,,,,6.1,3.7,3.6,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.9,490166993776,0.122541748,104615035365,2615375884114,25,0,0,1,,,
22912813,229128,2013,SecCan,NA,SC13,ESS,4,2,A,400,831,Mimosa acantholoba,2.8,5.1,1,,,,,,2006,,,,5.61,2.41,3.01,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,384845100065,0.096211275,56973568171,1424339204275,25,0,0,1,,,
22913513,229135,2013,SecCan,NA,SC13,ESS,4,2,A,400,832,Lysiloma divaricatum,0.79,5.28,1,,,,,,2012,,,,5.2,3.2,2.74,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,384845100065,0.096211275,68863710967,1721592774167,25,0,0,1,,,
22914213,229142,2013,SecCan,NA,SC13,ESS,4,2,A,400,204,Mimosa acantholoba,2.5,6.8,,,,,,,,2013,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
22915913,229159,2013,SecCan,NA,SC13,ESS,4,2,A,400,203,Mimosa acantholoba,4.12,8.19,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
22916613,229166,2013,SecCan,NA,SC13,ESS,4,2,A,400,837,Mimosa acantholoba,4.96,8.25,1,,,,,,2005,,,,5.75,3.3,4.12,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,13.2,1368477759904,0.34211944,106782734296,2669568357388,25,0,0,1,Trozado. Era 337,,
22917313,229173,2013,SecCan,NA,SC13,ESS,4,2,A,400,836,Lysiloma divaricatum,4.4,8.95,1,,,,,,2010,,,,4.6,3.4,2.5,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,6.3,311724531052,0.077931133,66758843889,166897109722,25,0,0,1,medir en pintao,,
22918013,229180,2013,SecCan,NA,SC13,ESS,4,2,A,400,835,Mimosa acantholoba,2.4,9.38,1,,,,,,,,,,6.5,3.2,5.5,0,8.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.5,805033117482,0.201258279,138230076758,3455751918949,25,0,0,3,,,
22919713,229197,2013,SecCan,NA,SC13,ESS,4,2,A,400,834,Mimosa acantholoba,0.6,9.52,1,,,,,,,,,,5.8,3.1,3.2,0,9.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.9,974050802246,0.243512701,77911497809,1947787445226,25,0,0,3,rajado pero vivos,,
22921013,229210,2013,SecCan,NA,SC13,ESS,4,3,C,400,838,Mimosa acantholoba,4.44,10.4,1,,,,,,,,,,5.1,2.8,4.1,,8.5,6.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.5,89928089709,0.224820224,90163709158,2254092728951,25,0,0,4,,,
22922713,229227,2013,SecCan,NA,SC13,ESS,4,3,C,400,206,Mimosa acantholoba,3.49,10.88,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
